Artist,Song,Days in top10,Peak,Days on peak,Days,PkStreams,Total
V,FRI(END)S,1.0,7,1,88,"4,728,233","146,415,042"
21 Savage,X,,67,1,262,"789,585","146,032,304"
Sigala,Easy Love,,14,1,242,"1,299,779","146,012,538"
X Ambassadors,Renegades,,39,1,342,"797,755","145,847,896"
Taylor Swift,Wood,10.0,5,1,38,"19,016,766","145,788,211"
Frank Ocean,Lost,,36,1,126,"1,646,211","145,655,613"
IAmChino,Ay Mi Dios,,72,1,277,"831,048","145,583,547"
Bad Bunny,UN PREVIEW,6.0,3,1,61,"6,167,165","144,667,110"
Blueface,Thotiana,,22,1,112,"2,126,870","144,487,661"
J Balvin,Blanco,,50,1,159,"1,714,648","144,428,885"
Zara Larsson,I Would Like,,28,1,150,"1,561,707","144,412,091"
Chuyin,Pika Pika,,71,1,100,"1,862,539","144,344,048"
The Weeknd,Cry For Me,2.0,5,1,68,"5,923,122","144,033,201"
Enrique Iglesias,EL BAÑO,,36,1,145,"1,609,764","143,945,195"
Little Mix,Touch,,55,1,193,"1,145,579","143,877,822"
Little Mix,Woman Like Me,,21,1,117,"2,037,855","143,876,035"
Fetty Wap,Again,,39,1,266,"1,651,060","143,801,439"
BROCKHAMPTON,SUGAR,,34,1,128,"1,804,516","143,731,269"
Cris MJ,Marisola - Remix,,66,1,108,"1,690,470","143,569,303"
Bellakath,Reggaeton Champagne,,69,1,102,"1,725,212","143,556,313"
Mesita,Una Foto Remix,,51,1,91,"2,028,286","143,505,636"
RAYE,WHERE IS MY HUSBAND!,6.0,8,1,52,"3,385,332","142,542,989"
Taylor Swift,Wildest Dreams (Taylor's Version),,12,1,103,"7,871,021","142,542,362"
Kygo,Happy Now,,34,1,145,"1,665,964","142,523,031"
Iggy Azalea,Black Widow,18.0,8,1,252,"1,115,687","142,438,609"
Lunay,Aventura,,47,1,139,"1,387,371","142,437,501"
MC Tuto,Barbie,,23,1,80,"2,913,395","142,423,069"
Jasleen Royal,Heeriye,,23,1,80,"2,472,137","142,323,306"
J Balvin,Ginza,,30,1,281,"919,944","142,176,249"
Post Malone,Cooped Up,,13,1,95,"3,694,300","142,158,532"
Troye Sivan,Angel Baby,,56,1,138,"1,272,049","142,133,607"
JHAYCO,CÓMO SE SIENTE - Remix,,21,1,161,"2,370,986","142,117,297"
Taylor Swift,Actually Romantic,8.0,6,1,38,"19,391,100","141,810,551"
Chino & Nacho,Andas En Mi Cabeza,,98,1,316,"586,747","141,665,466"
JENNIE,ExtraL,,18,1,77,"3,676,085","141,533,506"
Martin Garrix,So Far Away,,40,1,140,"1,469,681","141,491,444"
Sech,911 - Remix,,32,1,112,"1,946,264","141,480,771"
Nat King Cole,Deck The Hall,,23,1,75,"5,367,193","141,438,015"
The Weeknd,Sacrifice,14.0,1,1,81,"5,625,428","141,435,735"
Camilo,BEBÉ,,39,1,123,"1,796,933","141,421,526"
Ariana Grande,pov,,18,1,104,"3,334,692","141,366,874"
Ariana Grande,Focus,18.0,7,1,156,"1,939,103","141,249,200"
KAROL G,Culpables,,80,1,169,"1,043,361","141,226,370"
Carly Rae Jepsen,I Really Like You,,14,1,226,"1,199,943","141,210,173"
Mr. Probz,Waves - Robin Schulz Radio Edit,,22,1,336,"840,051","140,942,765"
Drake,Search & Rescue,6.0,4,1,75,"4,632,244","140,897,533"
Katy Perry,Swish Swish,,41,1,168,"1,623,471","140,692,206"
Cardi B,Please Me,,16,1,109,"2,743,727","140,443,870"
Eminem,'Till I Collapse,,134,1,375,"609,115","140,436,544"
The Beach Boys,Little Saint Nick - 1991 Remix,,27,1,80,"5,653,117","140,292,897"
Taylor Swift,CANCELLED!,9.0,5,1,38,"18,835,270","139,625,930"
Pentatonix,Hallelujah,,31,1,102,"6,271,583","139,534,563"
Panic! At The Disco,House of Memories,,58,1,127,"1,534,243","139,437,905"
Ava Max,My Head & My Heart,,56,1,127,"1,397,173","139,139,570"
Dean Lewis,How Do I Say Goodbye,,68,1,115,"1,466,321","138,543,361"
Queen,Thank God It's Christmas - Non-Album Single,,25,1,85,"5,890,733","138,519,306"
Drake,Signs,,14,1,118,"2,615,738","138,518,298"
Famous Dex,JAPAN,,32,1,150,"1,631,110","138,411,216"
Elton John,Hold Me Closer,,14,1,94,"3,133,797","138,369,603"
BLACKPINK,Lovesick Girls,7.0,3,1,101,"4,880,132","138,354,482"
Taylor Swift,"""Slut!"" (Taylor's Version) (From The Vault)",5.0,2,2,69,"11,307,621","138,046,106"
Beyoncé,7/11,,16,1,369,"920,866","138,037,578"
Gotye,Somebody That I Used To Know,,122,1,176,"1,326,221","137,989,003"
JAY-Z,Ni**as In Paris,,120,1,554,"394,271","137,819,788"
Marshmello,Numb,,93,1,139,"1,323,276","137,817,751"
Lil Baby,Woah,,49,1,143,"1,680,145","137,791,538"
Bebe Rexha,I Got You,,53,1,198,"1,079,526","137,784,330"
Quevedo,PLAYA DEL INGLÉS,,65,1,110,"1,910,569","137,759,479"
Tones And I,Never Seen the Rain,,70,1,156,"1,165,766","137,751,822"
Travis Scott,TELEKINESIS,,20,1,80,"5,032,917","137,540,825"
Halsey,Bad At Love,,57,1,180,"1,114,354","137,507,943"
Joji,Die For You,,16,1,88,"3,569,865","137,235,268"
Shakira,Me Enamoré,,64,1,187,"1,010,420","137,215,491"
Macklemore & Ryan Lewis,Downtown,,14,1,210,"1,350,778","136,920,087"
Alex Rose,Jangueo,,113,1,191,"844,400","136,831,794"
Little Mix,Shout Out to My Ex,,17,1,141,"1,897,977","136,749,681"
Sage The Gemini,Now and Later,,29,1,129,"1,594,561","136,664,871"
Sia,Cheap Thrills,,57,1,260,"774,399","136,456,066"
Oscar Maydon,Amigos? No.,,88,1,96,"1,646,531","136,347,304"
Taylor Swift,The Tortured Poets Department,4.0,2,1,42,"19,089,937","136,276,197"
Lil Uzi Vert,The Way Life Goes,,39,1,160,"1,553,494","136,265,353"
Logic,Everyday,,14,1,126,"2,566,874","136,194,152"
Lil Uzi Vert,Watch This - ARIZONATEARS Pluggnb Remix,,42,1,92,"2,058,940","136,050,371"
BANNERS,Someone To You,,114,1,180,"874,221","135,716,027"
Polimá Westcoast,ULTRA SOLO REMIX,,32,1,107,"2,675,424","135,704,118"
Anuv Jain,Jo Tum Mere Ho,,55,1,83,"1,944,494","135,557,433"
Ozuna,Solita,,68,1,184,"1,037,631","135,382,612"
Xavi,En Privado,,77,1,103,"1,740,714","135,369,057"
Lady Gaga,The Cure,,30,1,136,"1,906,701","135,218,209"
Omar Camacho,2+2,,77,1,95,"1,742,222","135,199,675"
XXXTENTACION,BAD!,6.0,4,1,94,"3,719,393","135,051,406"
MC Fioti,Bum Bum Tam Tam,,58,1,148,"1,192,814","134,787,893"
Billie Eilish,bad guy,7.0,6,1,90,"4,672,398","134,561,463"
Robin Schulz,Headlights,,17,1,230,"1,167,531","134,505,853"
Bruce Springsteen,"Santa Claus Is Comin' to Town - Live at C.W. Post College, Greenvale, NY - December 1975",,25,1,88,"6,815,036","134,478,771"
Mora,512,,55,1,125,"1,552,344","134,452,371"
Alan Walker,Alone,,31,1,148,"1,586,785","134,374,095"
Michael Bublé,Santa Claus Is Coming to Town,,26,1,147,"3,542,838","134,296,934"
Doechii,What It Is (Solo Version),,81,1,102,"1,600,788","133,931,219"
Piso 21,Te Amo,,74,1,177,"991,643","133,900,665"
Taylor Swift,Love Story (Taylor’s Version),3.0,2,1,108,"6,317,462","133,872,217"
Ed Sheeran,Dive,3.0,9,1,149,"3,373,811","133,812,816"
Wisin,Fiel - Remix,,26,1,102,"2,248,698","133,776,739"
Ariana Grande,Don’t Call Me Angel (Charlie’s Angels),12.0,2,1,77,"5,878,568","133,563,043"
Dalex,Cuaderno,,61,1,147,"1,245,140","133,360,949"
Major Lazer,Que Calor,,59,1,159,"1,380,948","133,050,961"
Taylor Swift,...Ready For It?,7.0,3,1,132,"3,581,725","132,983,960"
Olly Alexander (Years & Years),King,,16,1,228,"1,192,374","132,902,462"
Tion Wayne,Body (Remix),,14,1,86,"2,849,161","132,838,325"
Selena Gomez,Look At Her Now,6.0,8,1,97,"3,766,086","132,605,650"
Silet Open Up,TABOLA BALE,,30,1,87,"2,171,738","132,601,118"
Jessica Darrow,Surface Pressure,,23,1,96,"2,029,479","132,410,658"
Drake,What’s Next,8.0,1,1,86,"6,856,433","132,259,039"
Olivia Rodrigo,enough for you,2.0,10,1,83,"4,847,062","132,256,066"
J Balvin,Mi Gente,,13,1,103,"2,766,470","131,793,231"
Nicky Jam,X - Remix,,33,1,130,"1,723,850","131,775,006"
LISA,Born Again,3.0,6,1,59,"6,263,886","131,698,352"
Trippie Redd,Miss The Rage,,14,1,123,"3,210,837","131,610,451"
Gwen Stefani,You Make It Feel Like Christmas,,38,1,84,"5,039,965","131,561,508"
Taylor Swift,Eldest Daughter,5.0,5,1,36,"19,963,843","131,488,958"
Sabrina Carpenter,Nobody’s Son,2.0,6,1,66,"5,163,851","131,406,479"
Xamã,Malvadão 3,,26,1,104,"1,946,791","130,957,639"
Billie Eilish,Happier Than Ever - Edit,,68,1,140,"1,202,880","130,777,509"
Niall Horan,This Town,,21,1,160,"1,940,529","130,523,338"
P!nk,Cover Me In Sunshine,,56,1,130,"1,332,618","130,333,534"
Queen,Somebody To Love - Remastered 2011,,45,1,151,"1,396,824","130,046,726"
The Rare Occasions,Notion,,61,1,131,"1,313,666","130,029,782"
Adele,Water Under the Bridge,,42,1,176,"1,270,384","129,802,127"
Jennifer Lopez,Ain't Your Mama,,52,1,215,"882,270","129,735,187"
Fleetwood Mac,The Chain - 2004 Remaster,,103,1,102,"1,526,240","129,529,220"
Post Malone,Paranoid,8.0,2,1,90,"6,268,762","129,346,771"
Sebastian Yatra,Por Perro,,72,1,159,"1,052,551","129,220,900"
Petit Biscuit,Sunset Lover,,52,1,179,"1,096,097","129,192,039"
Becky G,Chanel,,44,1,80,"2,060,657","129,168,428"
Taylor Swift,Ruin The Friendship,1.0,10,1,37,"18,756,365","129,130,481"
Nevada,The Mack,,27,1,143,"1,512,943","129,065,389"
benny blanco,"I Can’t Get Enough (benny blanco, Selena Gomez, J Balvin, Tainy)",,16,1,95,"2,846,195","129,020,612"
Taylor Swift,All Of The Girls You Loved Before,1.0,4,1,73,"5,453,121","129,019,627"
Big Shaq,Man's Not Hot,,28,1,131,"1,644,960","128,847,735"
Niall Horan,Too Much To Ask,,29,1,131,"1,697,802","128,739,720"
Sheppard,Geronimo,,16,1,281,"839,354","128,674,618"
Bryson Tiller,Exchange,,62,1,312,"621,931","128,254,640"
Tove Lo,Talking Body,,26,1,250,"1,014,405","127,926,756"
Myke Towers,Si Se Da,,86,1,152,"1,042,532","127,896,512"
Tiago PZK,Salimo de Noche,,60,1,124,"1,482,701","127,886,690"
Bad Bunny,PERFuMITO NUEVO,,11,1,50,"4,723,174","127,784,200"
Bernadya,Satu Bulan,,37,1,73,"2,274,910","127,711,598"
Troye Sivan,Rush,,23,1,87,"2,630,495","127,617,168"
Lil Uzi Vert,Sanguine Paradise,,35,1,128,"1,767,132","127,569,510"
G-Eazy,Good Life,,24,1,120,"1,866,463","127,559,297"
Lady Gaga,Stupid Love,1.0,6,1,99,"4,239,676","127,391,763"
The Weeknd,Die For You - Remix,18.0,1,1,18,"8,931,107","127,214,988"
Isabel LaRosa,favorite,,58,1,82,"2,049,307","127,154,315"
Labrinth,Still Don't Know My Name,,51,1,132,"1,434,763","127,131,701"
Fall Out Boy,Centuries,,17,1,361,"787,189","126,999,314"
Pop Smoke,Got It On Me,,36,1,133,"1,757,836","126,704,019"
Alvaro Soler,La Cintura,,39,1,127,"1,624,955","126,588,087"
Calvin Harris,Rollin,,32,1,120,"1,758,226","126,570,148"
Clave Especial,COMO CAPO,,48,1,83,"2,142,732","126,509,349"
KAROL G,Verano Rosa,,44,1,85,"2,064,798","126,400,454"
Daddy Yankee,Vuelve,,66,1,167,"1,002,593","126,341,117"
Ofenbach,Wasted Love,,84,1,141,"1,144,355","126,339,598"
Milly,No Te Enamores - Remix,,55,1,129,"1,325,544","126,073,777"
Raim Laode,Komang,,44,1,97,"1,872,955","126,050,530"
Post Malone,Enemies,5.0,6,1,90,"5,397,210","126,029,133"
AronChupa,I'm an Albatraoz,,18,1,292,"873,334","125,857,859"
Maluma,Hawái - Remix,,13,1,105,"2,901,971","125,793,983"
Justin Quiles,DJ No Pare,,75,1,156,"1,034,389","125,691,988"
Ali Gatie,What If I Told You That I Love You,,32,1,105,"1,994,837","125,554,404"
Bizarrap,"Villano Antillano: Bzrp Music Sessions, Vol. 51",,39,1,100,"1,739,860","125,428,305"
Pamungkas,Monolog,,70,1,92,"1,687,102","125,409,590"
Gabito Ballesteros,LOU LOU,,38,1,79,"2,152,978","125,357,869"
Curtis Waters,Stunnin',,66,1,125,"1,281,950","125,294,443"
Imagine Dragons,Follow You,,46,1,136,"1,628,081","125,109,622"
Rihanna,Diamonds,,24,1,217,"2,541,230","125,099,990"
Lana Del Rey,Radio,,108,1,100,"1,399,414","125,038,469"
Wallows,Are You Bored Yet?,,96,1,158,"973,625","124,706,803"
YOASOBI,アイドル,,78,1,96,"1,496,463","124,358,439"
Drake,Pop Style,,22,1,188,"1,794,166","124,176,001"
Post Malone,Hollywood's Bleeding,7.0,4,1,88,"5,585,004","124,144,530"
Taylor Swift,Vigilante Shit,7.0,7,1,43,"11,875,754","123,424,146"
Shakira,Soltera,,36,1,71,"2,499,185","123,348,743"
Henrique & Juliano,Arranhão - Ao Vivo,,41,1,126,"1,556,012","123,312,579"
Khalid,Talk,,16,1,56,"2,703,793","123,286,296"
Ruth B.,Lost Boy,,76,1,302,"541,545","123,169,876"
CNCO,Reggaetón Lento (Remix),,53,1,146,"1,188,111","123,113,182"
Taylor Swift,Florida!!!,2.0,7,1,39,"14,459,975","122,917,275"
Dhruv,double take,,61,1,122,"1,343,888","122,477,314"
TWICE,The Feels,,52,1,114,"1,433,481","122,448,494"
Peso Pluma,LAGUNAS,,111,1,98,"1,433,087","122,393,751"
Ozuna,Unica,,55,1,146,"1,249,784","122,345,854"
Nirvana,Come As You Are - Remastered,,149,1,102,"1,305,559","122,184,559"
Dimitri Vegas & Like Mike,Thank You (Not So Bad),,116,1,92,"1,598,687","122,164,941"
The Weeknd,In The Night,,27,1,187,"1,125,312","122,110,484"
Meghan Trainor,Lips Are Movin,9.0,8,1,222,"1,118,749","121,738,848"
Billie Eilish,TV,,16,1,108,"2,741,714","121,626,899"
Sam Smith,Diamonds,,36,1,120,"1,824,111","121,541,462"
Regard,Secrets,,57,1,117,"1,342,435","121,478,059"
Daya,"Sit Still, Look Pretty",,66,1,255,"690,894","121,255,457"
Shakira,Me Gusta,,37,1,109,"1,794,822","121,243,906"
Future,Selfish,,41,1,125,"1,483,269","121,087,976"
Pharrell Williams,Happy,,34,1,439,"746,062","120,977,200"
Vishal Mishra,Pehle Bhi Main,,41,1,74,"2,327,893","120,789,280"
Alejo,Pantysito,,50,1,114,"1,456,079","120,571,282"
Tommy Richman,DEVIL IS A LIE,,38,1,67,"2,420,912","120,458,286"
Jason Derulo,If It Ain't Love,,37,1,142,"1,350,060","120,297,577"
bbno$,edamame,,74,1,124,"1,215,455","120,181,783"
Young Thug,pick up the phone,,85,1,250,"653,458","119,982,775"
Nicky Jam,Polvo,,78,1,128,"1,163,837","119,885,444"
The Weeknd,Often,,35,1,414,"784,102","119,759,343"
Olivia Dean,Nice To Each Other,,50,1,82,"2,147,948","119,530,383"
Trueno,Mamichula,,33,1,95,"1,865,480","119,506,083"
Katy Perry,Last Friday Night (T.G.I.F.),,111,1,96,"1,413,736","119,254,166"
Wisin,Vacaciones,,74,1,214,"811,800","119,075,770"
Anuel AA,Quiere Beber,,39,1,117,"1,521,339","118,961,009"
Paulo Londra,Plan A,16.0,2,2,63,"5,832,109","118,948,217"
Billie Eilish,my future,7.0,1,1,92,"5,183,389","118,785,564"
Lil Uzi Vert,Futsal Shuffle 2020,1.0,8,1,86,"3,727,152","118,691,159"
One Direction,Steal My Girl,16.0,8,1,189,"2,186,389","118,683,401"
Jax Jones,Breathe,,44,1,143,"1,404,174","118,182,235"
Kesha,Praying,,37,1,141,"1,480,330","118,042,307"
Israel & Rodolffo,Batom de Cereja - Ao Vivo,,28,1,107,"1,957,012","117,990,636"
Bruno Mars,Versace on the Floor,,67,1,208,"803,087","117,867,654"
Miguel,Sky Walker,,63,1,149,"1,071,682","117,752,558"
Taylor Swift,Delicate,,24,1,122,"2,012,477","117,734,222"
Stormzy,Own It,,24,1,105,"1,967,027","117,686,872"
Esau Ortiz,Triple Lavada,,57,1,74,"1,891,595","117,109,211"
Raim Laode,Lesung Pipi,,72,1,84,"1,748,222","117,084,354"
Sebastian Yatra,SUTRA,,86,1,164,"975,683","116,962,854"
Logic,Homicide,12.0,2,1,83,"5,178,465","116,855,764"
Sia,Santa's Coming for Us,,37,1,89,"4,482,695","116,684,407"
BABYMONSTER,SHEESH,,50,1,71,"2,089,400","116,578,911"
João Gomes,Meu Pedaço de Pecado,,33,1,106,"1,837,412","116,559,598"
Fuerza Regida,ROSONES,,74,1,80,"1,822,989","116,544,213"
Taylor Swift,Question...?,4.0,8,1,42,"11,563,475","116,467,195"
Eugenio Esquivel,Alucin,,50,1,76,"2,003,113","116,203,155"
Jack Harlow,Tyler Herro,,57,1,118,"1,523,899","116,108,933"
6ix9ine,KIKA,3.0,3,1,99,"3,559,754","116,105,012"
Kelly Clarkson,"Santa, Can’t You Hear Me",,32,1,61,"5,753,060","115,572,763"
JNR CHOI,TO THE MOON,,52,1,105,"1,550,911","115,490,013"
Apache 207,Roller,,55,1,128,"1,496,746","115,487,068"
Normani,Motivation,,39,1,98,"1,585,181","115,416,782"
KAROL G,S91,,27,1,77,"2,739,644","115,402,739"
Nicki Minaj,Bed,,21,1,85,"2,192,363","115,384,486"
Gustavo Mioto,Eu Gosto Assim - Ao Vivo,,53,1,99,"1,797,165","115,358,602"
Kane Brown,Be Like That,,81,1,132,"1,184,073","115,348,675"
Kanye West,All Mine,11.0,1,1,76,"4,536,998","115,155,282"
Taylor Swift,exile,11.0,3,1,78,"6,977,835","115,021,963"
Avicii,The Days,38.0,4,1,214,"1,697,429","114,962,800"
Junior H,ROCKSTAR,,76,1,84,"1,863,290","114,938,722"
Big Sean,I Don't Fuck With You,,30,1,339,"650,289","114,861,591"
i-dle,Queencard,,91,1,88,"1,555,547","114,709,412"
Pritam,"Kesariya (From ""Brahmastra"")",,24,1,81,"2,035,694","114,628,288"
Julión Álvarez y su Norteño Banda,Rey Sin Reina,,37,1,75,"2,401,402","114,379,985"
LE SSERAFIM,Smart,,68,1,76,"1,775,855","114,274,257"
Queen,We Will Rock You - Remastered,,63,1,151,"1,134,762","114,129,182"
Taylor Swift,I Can See You (Taylor’s Version) (From The Vault),6.0,4,1,60,"6,474,007","114,057,528"
Liam Payne,Familiar,,51,1,125,"1,648,136","113,943,791"
Don Toliver,NEW DROP,,90,1,77,"1,830,417","113,715,301"
Olivia Rodrigo,get him back!,8.0,6,1,51,"5,912,269","113,707,518"
"Tyler, The Creator",St. Chroma,7.0,3,2,39,"10,072,320","113,622,573"
Lil Peep,Star Shopping,,134,1,156,"887,416","113,564,248"
Dj Caio Vieira,FAMOSINHA,,100,1,89,"1,536,003","113,528,800"
Post Malone,Motley Crew,,16,1,76,"3,298,779","113,425,265"
FloyyMenor,APAGA EL CEL,,60,1,71,"2,042,381","113,217,864"
Nicky Jam,Si Tú La Ves,,110,1,207,"668,542","113,207,080"
Tate McRae,It's ok I'm ok,,16,1,67,"3,626,510","113,081,536"
Tinie Tempah,Girls Like,,52,1,192,"896,245","112,902,229"
Tate McRae,TIT FOR TAT,7.0,5,1,45,"4,319,701","112,884,247"
S3BZS,MONTAGEM - PR FUNK,,72,1,85,"1,599,192","112,730,864"
Calum Scott,Dancing On My Own,,63,1,219,"698,808","112,687,780"
Brytiago,Asesina,,66,1,123,"1,108,665","112,534,301"
Morgan Wallen,Just In Case,,25,1,80,"2,675,197","112,495,407"
Luis R Conriquez,Chula Vente,,37,1,70,"2,086,382","112,444,556"
Yung Gravy,Betty (Get Money),,64,1,98,"1,432,326","112,438,852"
Ant Saunders,Yellow Hearts,,43,1,101,"1,416,233","112,303,338"
OMI,Hula Hoop,,20,1,195,"1,084,114","112,285,671"
James Arthur,Car's Outside,,127,1,97,"1,269,709","112,276,342"
Kygo,"Carry On (from the Original Motion Picture ""POKÉMON Detective Pikachu"")",,25,1,99,"1,869,648","111,828,515"
Ryan Castro,QUEMA,,101,1,88,"1,561,903","111,695,933"
YNW Melly,Mixed Personalities,,53,1,118,"1,377,154","111,679,619"
Taylor Swift,Honey,,12,1,35,"15,995,465","111,600,386"
Chris Brown,Ayo,,21,1,277,"962,174","111,316,945"
Kendrick Lamar,N95,7.0,1,1,58,"9,537,225","111,314,899"
OneRepublic,Rich Love,,47,1,124,"1,438,835","111,248,097"
Lasso,Ojos Marrones,,67,1,100,"1,376,912","111,167,852"
Rauw Alejandro,BABY HELLO,,48,1,76,"2,431,739","111,111,215"
P!nk,Walk Me Home,,49,1,116,"1,320,494","111,078,701"
Lil Uzi Vert,P2,,16,1,104,"2,990,026","110,832,424"
Jason Derulo,Acapulco,,82,1,121,"1,336,864","110,806,218"
Gunna,DOLLAZ ON MY HEAD,,53,1,141,"1,480,652","110,672,794"
Nio Garcia,La Jeepeta - Remix,,14,1,69,"2,662,622","110,664,272"
Doja Cat,Like That,,70,1,132,"1,087,101","110,604,934"
Thalia,No Me Acuerdo,,62,1,133,"1,152,812","110,598,548"
Taylor Swift,The Smallest Man Who Ever Lived,,14,1,44,"10,815,874","110,524,784"
One Direction,History,,25,1,239,"1,286,335","110,468,918"
Snakehips,Don't Leave,,38,1,119,"1,452,252","110,371,365"
Tory Lanez,LUV,,38,1,149,"1,304,757","110,296,322"
Artemas,if u think i'm pretty,,42,1,71,"2,189,170","110,242,905"
Metro Boomin,"Calling (Spider-Man: Across the Spider-Verse) (Metro Boomin & Swae Lee, NAV, feat. A Boogie Wit da Hoodie)",,13,1,54,"3,068,037","110,211,953"
Taylor Swift,You’re Losing Me (From The Vault),3.0,1,2,55,"6,871,881","110,157,894"
Jax Jones,Where Did You Go?,,89,1,113,"1,261,568","110,157,150"
Hailee Steinfeld,Capital Letters,,31,1,101,"1,724,610","109,934,269"
Chappell Roan,Casual,,109,1,80,"1,555,925","109,634,861"
Drake,Back To Back,,52,1,282,"566,966","109,537,339"
Natanael Cano,Amapola,,79,1,77,"1,756,674","109,502,690"
Clave Especial,TU TU TU,,40,1,69,"2,294,894","109,438,925"
Becky G,Shower,7.0,9,1,220,"991,335","109,416,560"
Enrique Iglesias,Bailando - Spanish Version,,37,1,337,"535,074","109,405,316"
La Pantera,Cayó La Noche,,51,1,102,"1,415,975","109,400,475"
Harry Nach,Tak Tiki Tak,,69,1,119,"1,193,969","109,364,878"
Harry Styles,Daylight,4.0,7,1,63,"7,150,350","109,292,793"
ROSÉ,number one girl,,31,1,64,"3,230,275","109,221,306"
Paul McCartney,Wonderful Christmastime [Edited Version] - Remastered 2011 / Edited Version,2.0,10,1,76,"5,040,731","109,215,904"
Olivia Rodrigo,"1 step forward, 3 steps back",,12,1,73,"4,486,549","109,017,878"
Naughty Boy,La La La,,53,1,117,"2,317,052","108,951,801"
Nakama,DIA DELÍCIA,,85,1,75,"1,679,624","108,930,947"
LISA,LALISA,,15,1,70,"3,253,193","108,900,615"
Olivia Dean,So Easy (To Fall In Love),2.0,10,1,44,"3,178,861","108,849,177"
Jeremy Zucker,comethru,,104,1,145,"883,176","108,588,995"
5 Seconds of Summer,Teeth,,46,1,103,"1,469,182","108,588,312"
Oscar Maydon,Volver Al Futuro,,34,1,65,"2,671,627","108,544,664"
Bad Bunny,Un Verano Sin Ti,,16,1,83,"5,731,167","108,478,318"
Sech,Sal y Perrea,,51,1,101,"1,608,354","108,123,209"
SZA,Love Galore,,69,1,156,"950,584","108,025,626"
Easykid,Shiny,,27,1,58,"2,586,777","107,991,642"
Drake,Gyalchester,2.0,9,1,116,"3,315,968","107,872,095"
KAROL G,Créeme,,106,1,141,"945,405","107,814,358"
Eagles,Please Come Home for Christmas - Eagles 2013 Remaster,,31,1,58,"5,526,135","107,791,325"
Maroon 5,Wait,,51,1,141,"1,306,473","107,706,462"
BTS,Yet To Come,7.0,3,1,57,"7,178,605","107,685,238"
Alan Walker,"Alone, Pt. II",,77,1,128,"1,137,237","107,668,921"
5 Seconds of Summer,Easier,,21,1,93,"2,205,364","107,659,347"
The Kid LAROI,GO,,54,1,116,"1,483,718","107,295,209"
Pitbull,Timber,,40,1,311,"1,881,134","107,223,905"
Eminem,Venom - Music From The Motion Picture,,32,1,110,"2,209,058","107,150,723"
Selena Gomez,Rare,1.0,10,1,61,"4,003,549","107,085,286"
Alex Rose,Toda - Remix,,97,1,143,"910,123","106,922,097"
David Guetta,Lovers on the Sun,,12,1,228,"914,672","106,908,709"
Dr. Dre,Still D.R.E.,,12,1,97,"2,433,712","106,867,195"
Zay Hilfigerrr,Juju On That Beat (TZ Anthem),,23,1,121,"1,528,643","106,811,570"
KAROL G,CONTIGO,,22,1,61,"2,925,642","106,691,375"
ZAYN,Still Got Time,,40,1,121,"1,541,323","106,584,089"
Bastille,Pompeii,,36,1,374,"553,900","106,469,483"
Peso Pluma,BYE,,32,1,69,"2,400,036","106,415,416"
J Balvin,Bobo,,67,1,212,"685,054","106,350,031"
AC/DC,You Shook Me All Night Long,,102,1,81,"1,625,887","106,199,374"
Young Miko,offline,,57,1,65,"2,192,369","106,183,574"
Chris Brown,Questions,,53,1,118,"1,184,330","106,153,302"
Mabel,Mad Love,,52,1,109,"1,394,810","106,004,659"
Linkin Park,Faint,,52,1,72,"2,144,037","105,604,327"
R3HAB,All Around The World (La La La),,56,1,108,"1,427,495","105,576,121"
Natalie La Rose,Somebody,,26,1,190,"941,751","105,459,222"
David Guetta,Don't Leave Me Alone,,40,1,108,"1,585,349","105,427,447"
Manuel Turizo,Esclavo de Tus Besos,,67,1,112,"1,202,104","105,148,236"
salem ilese,Mad at Disney,,40,1,95,"1,540,905","105,030,197"
